Form,What's your cohort?,Hiring Company,Job Title,Salary,"Job location (City, Country)","Date you first got a job offer, coming out of Makers Academy","How many companies did you interview with, before you got your first offer?",Date you accepted this job offer,Date you start this job you've accepted,"How many companies did you interview with, before you got this offer that you're accepting?",What tech will you be working with?,How did you get this job?,Tell us more,What did we do well?,How could careers support at Makers be improved?,How likely are you to recommend the Makers Academy Careers Team to future cohorts?,Conversion Date,Conversion Title,Contact ID,NPS
,,Alfa Systems,Software Developer,32000,London,30/10/2019,3,30/10/2019,18/11/2019,1,Java,MA Hiring Partner,,Post career-fair support,n/a,10,2019-11-14 20:36:11,,3354601,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-14 18:22:42,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-14 16:29:15,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-14 15:32:18,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-14 15:12:09,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-14 14:00:51,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-14 13:56:08,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-13 13:15:17,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-13 10:10:49,,,
,,Netcall,Low Code Developer,23000,Bedford,11/10/2019,1,11/10/2019,04/11/2019,1,JavaScript,Recruiter,,Training on how to do a good technical interview and what is expected from a junior developer.,"I did not really use the career support team, since I live in Milton Keynes and it was not easy for me to go to Makers on a regular basis after the botcamp. But I believe they do a great job!",10,2019-11-09 09:46:10,,1778951,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-06 15:22:02,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-05 15:27:31,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-05 09:32:29,,,
,,,,,,,,,,,,,,,,,2019-11-01 13:24:04,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-01 10:53:04,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-30 12:43:33,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-25 11:30:17,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-24 17:08:30,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-21 16:05:00,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-18 10:51:01,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-17 22:16:19,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-17 19:46:44,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-17 17:29:16,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-17 16:06:46,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-16 09:09:57,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-11 01:21:50,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-10 19:45:07,,,
,,,,,,,,,,,,,,,,,2019-10-07 17:47:48,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-07 13:38:04,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-06 23:11:46,,,
,,ClearBank,Junior Developer,30000,London,04/10/2019,1,04/10/2019,28/10/2019,1,"C#, Azure, Terraform",MA Hiring Partner,,Careers Fair! What more can I say?!,"From my personal experience, the support was phenomenal.",10,2019-10-04 16:10:55,,13409251,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-04 15:59:35,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-03 12:49:49,,,
,,,,,,,,,,,,,,,,,2019-10-02 15:51:38,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-10-01 17:24:50,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-27 11:35:13,,,
,,,,,,,,,,,,,,,,,2019-09-26 12:42:34,,,
,,,,,,,,,,,,,,,,,2019-09-26 11:54:34,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-26 11:41:31,,,
,,Deloitte Digital,Software Engineer,32000,London,01/09/2019,2,01/09/2019,15/09/2019,2,"FullStack - Front End (JS, React), Back End (Java), DevOps (AWS, Docker, Kuberneties)",MA Hiring Partner,,"Interviewed very well. I honed my skills by running interview workshops for my peers. The more feedback I provided, the more I was able to reflect on my own interviewing skills and the better I became.",Continue to encourage Makers graduates to run Strategy Workshops (that I spearheaded with Becks -I have a blog that I wrote on this that I can share) as well as mock interviews,10,2019-09-26 11:16:36,,4103851,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-26 11:07:24,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-26 11:06:41,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-26 11:01:06,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-26 11:00:03,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-19 06:29:05,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-16 15:15:56,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-13 15:49:56,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-13 15:45:36,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-13 15:34:03,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-13 15:32:32,,,
,,Deloitte Digital,Software Developer,32000,London,13/09/2019,1,19/08/2019,16/09/2019,1,"Java, JavaScript",MA Hiring Partner,,"Great communication, great support, really good personalities involved.",ITS GREAT - so far,10,2019-09-13 15:27:44,,10973851,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-09-13 15:13:34,,,
,,PensionBee,Software Engineer,30000,London (Moorgate),06/09/2019,1,09/09/2019,30/09/2019,1,"Javascript, React, Node,",MA Hiring Partner,,You were absolutely brilliant every step of the way. You were always reassuring and answered any questions I had.,n/a,10,2019-09-09 17:36:36,,11892251,Promoter
,,,,,,,,,,,,,,,,,2019-09-09 12:22:34,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-08-31 13:28:26,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-08-20 17:49:19,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-08-20 14:36:50,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-08-20 12:53:32,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-08-20 11:37:40,,,
,,Acuris,Associate Platform Engineer,40000,London,14/08/2019,4,14/08/2019,20/08/2019,4,"Python, Docker, AWS, Terraform",MA Hiring Partner,,Provide a great platform (Careers fair) to put companies in touch with Makers and allow students to speak directly to tech leads. The careers team is also very personable and attentive to individuals.,"Many Alumni agree that the sudden change in structure after graduation is difficult to adjust to. Remote/On-site stand-ups help, but perhaps something more could be done to help with this. My meetings with Max Roberts-Dear regarding career strategy and mock interview with Rupert Adams were both extremely valuable experiences, so I would thoroughly recommend sessions of this nature.",10,2019-08-14 12:29:50,,8274851,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-08-14 11:15:40,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-08-14 11:00:58,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-08-13 10:49:44,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-08-05 14:21:34,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-29 21:49:27,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-29 17:08:40,,,
,,,,,,,,,,,,,,,,,2019-07-25 12:01:20,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-19 15:30:39,,,
,,Sainsbury’s,Junior Software Developer,32000,Holborn,08/07/2019,7,08/07/2019,22/07/2019,7,"Java, Python, AWS, Apache Spark and more",MA Hiring Partner,,A clearer understanding of the short-listing / first step process,Amazing,10,2019-07-19 14:46:44,,8828701,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-19 09:27:57,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-12 14:35:54,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-12 13:02:30,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-11 12:26:35,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-11 12:14:33,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,2019-07-11 11:55:54,,,
,,ThoughtWorks,Graduate Consultant,35000,London,03/07/2019,12,04/07/2019,12/08/2019,12,first 7 weeks - Java (they send you to thoughtworks institute in china or india) after that - depends on the client,Job Board,,"I may suggest putting more emphasis on polishing the portfolio quite early in the course so people can pass their review early as well. would benefit from going to career fair during the course rather than after, not necessarily to apply but to get to know the industry more while at the course. Although lunch talks were very useful!",amazing! I felt supported on every stage of my application process. The careers team provided enough tools as well as explained the importance of each of them to utilise during job-hunting. I have also learned a lot about job-hunting useful beyond the career of the dev. Thank you! ❤️,10,2019-07-05 20:31:20,,7808451,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-05 14:57:03,,,
,,,,,,,,,,,,,,,,,2019-07-05 12:46:08,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-05 08:54:28,,,
,,M&G Prudential,Software Engineer,32000,London,04/07/2019,2,04/07/2019,08/07/2019,2,"Azure, Python, C#, Docker",MA Hiring Partner,,"You guys are super, I can't think of anything you can do better.",A+,10,2019-07-04 18:41:02,,2151451,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-04 18:33:19,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-04 18:10:07,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-07-02 09:52:29,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-28 15:53:16,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-26 12:34:00,,,
,,,,,,,,,,,,,,,,,2019-06-25 12:54:13,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-25 11:09:22,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-20 11:52:48,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-17 12:48:07,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-14 09:10:13,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-14 09:07:32,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-14 09:04:09,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-13 10:30:35,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-12 16:59:13,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-12 16:54:13,,,
,,,,,,,,,,,,,,,,,2019-06-12 16:51:27,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-12 12:13:43,,,
,,,,,,,,,,,,,,,,,2019-06-12 10:15:47,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-06-05 17:29:55,,,
,,,,,,,,,,,,,,,,,2019-06-05 17:19:54,,,
,,,,,,,,,,,,,,,,,2019-06-05 17:18:23,,,
